,,Posición,Tipo de salida,Marca temporal,Team,Fecha,Comentarios generales,Horario de intervención,M101 - SN del módulo,M101 - Ángulo (RA),M102 - SN del módulo,M102 - Ángulo (RA),M103 - SN del módulo,M103 - Ángulo (RA),SN Panel Solar,SN Regulador,SN Batería 1,SN Batería 2,Comentarios (Deployment Cañerias),SN Battery Box,Instalación de térmica,M101 - SN del ekit,M102 - SN del ekit,M103 - SN del ekit,SN Distribuidora,Cableado de Superficie,Descripción de la tarea,M101 - Ekit viejo,M101 - Ekit nuevo,M102 - Ekit viejo,M103 - Ekit viejo,M102 - Ekit nuevo,M103 - Ekit nuevo,Distribuidora vieja,Distribuidora nueva,Regulador viejo,Regulador nuevo,Panel Solar viejo,Panel Solar nuevo,Se apagó UUB? ,Otros comentarios,Mikrotik vieja,Mikrotik nueva,,M101 instalado por:,M102 instalado por:,M103 instalado por:,Cableado Subterraneo,Maleza,Erosión,Acceso,Reporta,Se colocó cable de tierra entre BBox de AMIGA y SD?,Fotos (Opcional),Comentarios (Deployment Módulos),Comentarios (Deployment Potencia),Comentarios (Deployment Ekits),Comentarios (Cableado Superficie),Comentarios (Cableado Subterraneo),Fotos (Opcional),Fotos (Opcional),Añadir fotos:
Salida a Campo AMIGA - 04-10-2023,"# VALENTIN C (id=1768) - mié 04/10/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Luciana Torres
### Hora: 10:19
### Comentarios generales: Clima: Nublado.   camioneta: Ok 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Chequeamos T1- M102 porque no estaba en funcionamiento. Quedó andando. 
",VALENTIN C (id=1768),Mantenimiento general,4/10/2023 14:46:53,"Agustin Morales, Luciana Torres, Nicolas Sepúlveda",4/10/2023,Clima: Nublado.   camioneta: Ok ,10:19:00,,,,,,,,,,,,,,,,,,,Chequeamos T1- M102 porque no estaba en funcionamiento. Quedó andando. ,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,,,,,,
Salida a Campo AMIGA - 04-10-2023,"# ROSALIA (id=695) - mié 04/10/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Luciana Torres
### Hora: 11:55
### Comentarios generales: Clima: Nublado.     Camioneta: Ok 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment E-Kits
   - M101 - SN del ekit: SN 174
   - M101 instalado por: Nicolas Sepúlveda
   - M102 - SN del ekit: SN 175
   - M102 instalado por: Luciana Torres
   - M103 - SN del ekit: SN159
   - M103 instalado por: Agustin Morales
   - Comentarios: Quedó todo perfecto. Posición sin superficie
",ROSALIA (id=695),Deployment E-Kits,4/10/2023 14:49:26,"Agustin Morales, Luciana Torres, Nicolas Sepúlveda",4/10/2023,Clima: Nublado.     Camioneta: Ok ,11:55:00,,,,,,,,,,,,,,SN 174,SN 175,SN159,,,,,,,,,,,,,,,,No,,,,,Nicolas Sepúlveda,Luciana Torres,Agustin Morales,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,Quedó todo perfecto. Posición sin superficie,,,,,
Salida a Campo AMIGA - 06-10-2023,"# GIORGIO MA (id=1766) - vie 06/10/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Agustin Morales, Nicolás Leal
### Reporta: Nicolás Leal
### Hora: 11:30
### Comentarios generales: Camioneta Ok, viento moderado 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Intermedio

---------
## Tipo de salida: Mantenimiento general
   - Ekit 101 viejo: 138 --> Nuevo: 151
   - Ekit 103 viejo: 151 --> Nuevo: 138
   - Descripción de la tarea: Intensidad promedio baja, se propuso realizar un enroque de eKits entre Giorgio Matthiae m101 y Giorgio Matthiae m103 para analizar el comportamiento tanto en intensidad y ancho de pulsos para descartar posibles problemas mecánicos y analizar las configuraciones de cada una.
",GIORGIO MA (id=1766),Mantenimiento general,6/10/2023 13:26:48,"Gustavo Rios, Agustin Morales, Nicolás Leal",6/10/2023,"Camioneta Ok, viento moderado ",11:30:00,,,,,,,,,,,,,,,,,,,"Intensidad promedio baja, se propuso realizar un enroque de eKits entre Giorgio Matthiae m101 y Giorgio Matthiae m103 para analizar el comportamiento tanto en intensidad y ancho de pulsos para descartar posibles problemas mecánicos y analizar las configuraciones de cada una.",138,151,,151,,138,,,,,,,No,,,,,,,,,Leve,Sin erosión,Intermedio,Nicolás Leal,,https://drive.google.com/open?id=1bUj73a-OVdJ4CI9a4mD2wsc6sf5FBJAn,,,,,,,,
Salida a Campo AMIGA - 10-10-2023,"# ROSALIA (id=695) - mar 10/10/2023
## Salida a Campo - Team AMIGA
### Team: Gabriel Morales, Luciana Torres, Maximiliano Maciel
### Reporta: Luciana Torres
### Hora: 09:45
### Comentarios generales: Clima: Viento fuerte         Camioneta: Ok. 
### Se apagó UUB?: Si 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Cableado de Superficie
   - Cableado: T1, Serie, Power, Eth (x4)
   - Se colocó cable de tierra entre BBox de AMIGA y SD?: Si
   - Comentarios: Todo perfecto, sin comentarios. Además, quedó con cámaras. 
",ROSALIA (id=695),Cableado de Superficie,10/10/2023 14:29:20,"Gabriel Morales, Luciana Torres, Maximiliano Maciel",10/10/2023,Clima: Viento fuerte         Camioneta: Ok. ,9:45:00,,,,,,,,,,,,,,,,,,"T1, Serie, Power, Eth (x4)",,,,,,,,,,,,,,Si,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,Si,,,,,"Todo perfecto, sin comentarios. Además, quedó con cámaras. ",,,,
Salida a Campo AMIGA - 11-10-2023,"# GUILI JR (id=47) - mié 11/10/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Maximiliano Maciel, Nicolas Sepúlveda
### Reporta: Maximiliano Maciel
### Hora: 09:55
### Comentarios generales: Ráfagas de viento fuertes
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Deployment E-Kits
   - M101 - SN del ekit: SN 189
   - M101 instalado por: Agustin Morales
   - M102 - SN del ekit: SN 0176
   - M102 instalado por: Nicolas Sepúlveda
   - M103 - SN del ekit: SN 156
   - M103 instalado por: Maximiliano Maciel
   - Comentarios: 
",GUILI JR (id=47),Deployment E-Kits,11/10/2023 14:24:12,"Agustin Morales, Maximiliano Maciel, Nicolas Sepúlveda",11/10/2023,Ráfagas de viento fuertes,9:55:00,,,,,,,,,,,,,,SN 189,SN 0176,SN 156,,,,,,,,,,,,,,,,No,,,,,Agustin Morales,Nicolas Sepúlveda,Maximiliano Maciel,,Leve,Sin erosión,Fácil,Maximiliano Maciel,,,,,,,,,,
Salida a Campo AMIGA - 12-10-2023,"# PIPI JR (id=99) - jue 12/10/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Luciana Torres
### Reporta: Luciana Torres
### Hora: 09:45
### Comentarios generales: Clima: Soleado 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Deployment E-Kits
   - M101 - SN del ekit: SN165/M-138
   - M101 instalado por: Luciana Torres
   - M102 - SN del ekit: SN157/M-140
   - M102 instalado por: Gabriel Morales
   - M103 - SN del ekit: SN183/M-139
   - M103 instalado por: Gustavo Rios
   - Comentarios: A tener en cuenta que esta posición no tiene cámaras, no tiene realizado potencia, ni superficie. Los ekits quedaron colocados perfectos con sus macs correspondientes. Lo demás, salió todo perfecto. 
",PIPI JR (id=99),Deployment E-Kits,12/10/2023 15:03:03,"Gustavo Rios, Gabriel Morales, Luciana Torres",12/10/2023,Clima: Soleado ,9:45:00,,,,,,,,,,,,,,SN165/M-138,SN157/M-140,SN183/M-139,,,,,,,,,,,,,,,,No,,,,,Luciana Torres,Gabriel Morales,Gustavo Rios,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,"A tener en cuenta que esta posición no tiene cámaras, no tiene realizado potencia, ni superficie. Los ekits quedaron colocados perfectos con sus macs correspondientes. Lo demás, salió todo perfecto. ",,,,,
Salida a Campo AMIGA - 19-10-2023,"# ROSELLA (id=11) - jue 19/10/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales
### Reporta: Gabriel Morales
### Hora: 10:00
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Deployment E-Kits
   - M101 - SN del ekit: 186
   - M101 instalado por: Gustavo Rios
   - M102 - SN del ekit: 164
   - M102 instalado por: Gabriel Morales
   - M103 - SN del ekit: 064
   - M103 instalado por: Gustavo Rios
   - Comentarios: 
",ROSELLA (id=11),Deployment E-Kits,19/10/2023 15:33:34,"Gustavo Rios, Gabriel Morales",19/10/2023,,10:00:00,,,,,,,,,,,,,,186,164,064,,,,,,,,,,,,,,,,No,,,,,Gustavo Rios,Gabriel Morales,Gustavo Rios,,Leve,Sin erosión,Fácil,Gabriel Morales,,,,,,,,,,
Salida a Campo AMIGA - 19-10-2023,"# TRAUDEL (id=819) - jue 19/10/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales
### Reporta: Gabriel Morales
### Hora: 12:50
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Radio apagada. Voltajes de baterías muy bajos , aparentemente es cambio de regulador y baterías.
Bat N1:SN0093-11,74 v
Bat N2: SN0096- 11,79 v 
Panel en regulador: 17,80 v
Baterías en regulador: 23,53 v
Carga: 22,87 v
Panel desconectado: 40,86 v 
Se dejó la posición con térmica baja.
Cuando llegamos el indicador LED rojo estaba fijo, desconectamos, volvimos a conectar ,parpadeo un rato. Y antes de volver ,volvió a quedar fijo.
",TRAUDEL (id=819),Mantenimiento general,19/10/2023 15:40:47,"Gustavo Rios, Gabriel Morales",19/10/2023,,12:50:00,,,,,,,,,,,,,,,,,,,"Radio apagada. Voltajes de baterías muy bajos , aparentemente es cambio de regulador y baterías.
Bat N1:SN0093-11,74 v
Bat N2: SN0096- 11,79 v 
Panel en regulador: 17,80 v
Baterías en regulador: 23,53 v
Carga: 22,87 v
Panel desconectado: 40,86 v 
Se dejó la posición con térmica baja.
Cuando llegamos el indicador LED rojo estaba fijo, desconectamos, volvimos a conectar ,parpadeo un rato. Y antes de volver ,volvió a quedar fijo.",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Gabriel Morales,,,,,,,,,,
Salida a Campo AMIGA - 20-10-2023,"# TRAUDEL (id=819) - vie 20/10/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Luciana Torres
### Hora: 10:31
### Comentarios generales: Clima:Nublado  
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Regulador viejo: 18170211 --> Nuevo: 18170291
   - Descripción de la tarea: Realizamos cambio de regulador, ya que el que estaba no funcionaba. Además, chequeamos baterías, ya que tenían una potencia muy baja. 
Colocamos el regulador nuevo: 18170291. 
Las baterías empezaron a cargar muy lentamente ya que el día no ayudaba. Recibimos ayuda de Óscar y Raúl, ya que el tanque está caído, y le están solucionando el problema. 
",TRAUDEL (id=819),Mantenimiento general,20/10/2023 14:47:04,"Agustin Morales, Luciana Torres, Nicolas Sepúlveda",20/10/2023,Clima:Nublado  ,10:31:00,,,,,,,,,,,,,,,,,,,"Realizamos cambio de regulador, ya que el que estaba no funcionaba. Además, chequeamos baterías, ya que tenían una potencia muy baja. 
Colocamos el regulador nuevo: 18170291. 
Las baterías empezaron a cargar muy lentamente ya que el día no ayudaba. Recibimos ayuda de Óscar y Raúl, ya que el tanque está caído, y le están solucionando el problema. ",,,,,,,,,18170211,18170291,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,,,,,,
Salida a Campo AMIGA - 20-10-2023,"# PETER MAZUR (id=1765) - vie 20/10/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Luciana Torres
### Hora: 11:44
### Comentarios generales: Clima: nublado 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Chequeamos cableado, y además conectamos M-102. Lo demás estaba todo perfecto. 
",PETER MAZUR (id=1765),Mantenimiento general,20/10/2023 14:49:19,"Agustin Morales, Luciana Torres, Nicolas Sepúlveda",20/10/2023,Clima: nublado ,11:44:00,,,,,,,,,,,,,,,,,,,"Chequeamos cableado, y además conectamos M-102. Lo demás estaba todo perfecto. ",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,,,,,,
Salida a Campo AMIGA - 20-10-2023,"# ABELARDO (id=707) - vie 20/10/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Luciana Torres
### Hora: 11:56
### Comentarios generales: Clima: nublado 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Ekit 103 viejo: SN 0150 --> Nuevo: SN 0117
   - Descripción de la tarea: Realizamos cambio de ekit en M-103 
",ABELARDO (id=707),Mantenimiento general,20/10/2023 14:51:05,"Agustin Morales, Luciana Torres, Nicolas Sepúlveda",20/10/2023,Clima: nublado ,11:56:00,,,,,,,,,,,,,,,,,,,Realizamos cambio de ekit en M-103 ,,,,SN 0150,,SN 0117,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,,,,,,
Salida a Campo AMIGA - 25-10-2023,"# TRAUDEL (id=819) - mié 25/10/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Maximiliano Maciel
### Reporta: Maximiliano Maciel
### Hora: 09:45
### Comentarios generales: Día nublado con brisa moderada 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se realizó mantenimiento correctivo para lograr hacer funcionar Traudel.
Aparentemente era mal contacto de parte de las fichas y a su vez se realizó testeo y cambio de baterías para descartar posibles fallas.
Cambio de baterías
Retiradas
0093
0096
Colocadas
0128
0122
",TRAUDEL (id=819),Mantenimiento general,25/10/2023 14:52:26,"Gustavo Rios, Gabriel Morales, Maximiliano Maciel",25/10/2023,Día nublado con brisa moderada ,9:45:00,,,,,,,,,,,,,,,,,,,"Se realizó mantenimiento correctivo para lograr hacer funcionar Traudel.
Aparentemente era mal contacto de parte de las fichas y a su vez se realizó testeo y cambio de baterías para descartar posibles fallas.
Cambio de baterías
Retiradas
0093
0096
Colocadas
0128
0122",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Maximiliano Maciel,,,,,,,,,,
Salida a Campo AMIGA - 26-10-2023,"# PETER MAZUR (id=1765) - jue 26/10/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 10:12
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se realizó chequeo de cableado, dónde se observo que el cableado del módulo 102 (T1 y poe) se encontraban dañados, se retiró el mismo y se hizo colocación de unos nuevos.
",PETER MAZUR (id=1765),Mantenimiento general,26/10/2023 15:15:31,"Agustin Morales, Luciana Torres, Nicolas Sepúlveda",26/10/2023,,10:12:00,,,,,,,,,,,,,,,,,,,"Se realizó chequeo de cableado, dónde se observo que el cableado del módulo 102 (T1 y poe) se encontraban dañados, se retiró el mismo y se hizo colocación de unos nuevos.",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 27-10-2023,"# LOCOS (id=1627) - vie 27/10/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales
### Reporta: Gustavo Rios
### Hora: 10:00
### Comentarios generales: Cerca del mediodía empezó a llegar viento muy fuerte, la cual impidió seguir trabajando cómodamente en la posición.
### Se apagó UUB?: Si 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Cableado de Superficie
   - Cableado: T1, Serie, Power, Eth (x4)
   - Se colocó cable de tierra entre BBox de AMIGA y SD?: Si
   - Comentarios: Todo el trabajo adentro del tanque se alcanzó a realizar antes del viento, la cual evita que entre tierra dentro de tanque. Después, el trabajo restante se hizo después, durante el viento, pero quedó el cableado mallado de superficie. Falta llevar y colocar ekits, crimpear cables de módulos y conectar todo.
",LOCOS (id=1627),Cableado de Superficie,27/10/2023 14:26:18,"Gustavo Rios, Gabriel Morales",27/10/2023,"Cerca del mediodía empezó a llegar viento muy fuerte, la cual impidió seguir trabajando cómodamente en la posición.",10:00:00,,,,,,,,,,,,,,,,,,"T1, Serie, Power, Eth (x4)",,,,,,,,,,,,,,Si,,,,,,,,,Leve,Sin erosión,Fácil,Gustavo Rios,Si,,,,,"Todo el trabajo adentro del tanque se alcanzó a realizar antes del viento, la cual evita que entre tierra dentro de tanque. Después, el trabajo restante se hizo después, durante el viento, pero quedó el cableado mallado de superficie. Falta llevar y colocar ekits, crimpear cables de módulos y conectar todo.",,,,
Salida a Campo AMIGA - 03-11-2023,"# ESPERANZA (id=1625) - vie 03/11/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Agustin Morales
### Reporta: Agustin Morales
### Hora: 10:00
### Comentarios generales: Todo bien
### Se apagó UUB?: Si 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Cableado de Superficie
   - Cableado: T1, Serie, Power, Eth (x4)
   - Se colocó cable de tierra entre BBox de AMIGA y SD?: Si
   - Comentarios: Se realizó el cableado de superficie y también fuimos a Peter Mazur a realizar una tarea extra (Aumentar la presión del botellón de gas de MARTA), salió todo bien, se dejó todo ordenado para que la próxima visita se bajen electrónicas y ya se levante la posición
",ESPERANZA (id=1625),Cableado de Superficie,3/11/2023 14:22:31,"Gustavo Rios, Gabriel Morales, Agustin Morales",3/11/2023,Todo bien,10:00:00,,,,,,,,,,,,,,,,,,"T1, Serie, Power, Eth (x4)",,,,,,,,,,,,,,Si,,,,,,,,,Leve,Sin erosión,Fácil,Agustin Morales,Si,,,,,"Se realizó el cableado de superficie y también fuimos a Peter Mazur a realizar una tarea extra (Aumentar la presión del botellón de gas de MARTA), salió todo bien, se dejó todo ordenado para que la próxima visita se bajen electrónicas y ya se levante la posición",,,,
Salida a Campo AMIGA - 24-11-2023,"# ESPERANZA (id=1625) - vie 24/11/2023
## Salida a Campo - Team AMIGA
### Team: Gabriel Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Luciana Torres
### Hora: 09:45
### Comentarios generales: Clima: nublado.    
### Se apagó UUB?: Si 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment E-Kits
   - M101 - SN del ekit: 218
   - M101 instalado por: Luciana Torres
   - M102 - SN del ekit: 216
   - M102 instalado por: Gabriel Morales
   - M103 - SN del ekit: 219
   - M103 instalado por: Nicolas Sepúlveda
   - Comentarios: Levantamos térmica 11:20.  Todo Ok! 
",ESPERANZA (id=1625),Deployment E-Kits,24/11/2023 14:38:10,"Gabriel Morales, Luciana Torres, Nicolas Sepúlveda",24/11/2023,Clima: nublado.    ,9:45:00,,,,,,,,,,,,,,218,216,219,,,,,,,,,,,,,,,,Si,,,,,Luciana Torres,Gabriel Morales,Nicolas Sepúlveda,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,Levantamos térmica 11:20.  Todo Ok! ,,,,,
Salida a Campo AMIGA - 28-11-2023,"# VANESA JR (id=27) - mar 28/11/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Agustin Morales, Gabriel Diaz 
### Reporta: Gabriel Morales
### Hora: 09:30
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Deployment Módulos
   - M101 - SN: M-151  / Ángulo (RA): 1° N
   - M102 - SN: M-153 / Ángulo (RA): 90° E
   - M103 - SN: M-152 / Ángulo (RA): 90° E
   - Comentarios: 
",VANESA JR (id=27),Deployment Módulos,28/11/2023 13:53:06,"Gustavo Rios, Gabriel Morales, Agustin Morales, Gabriel Diaz ",28/11/2023,,9:30:00,M-151 ,1° N,M-153,90° E,M-152,90° E,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Gabriel Morales,,,,,,,,,,
Salida a Campo AMIGA - 29-11-2023,"# ALBERTO JR (id=28) - mié 29/11/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda, Gabriel Diaz 
### Reporta: Gabriel Morales
### Hora: 09:15
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Deployment Módulos
   - M101 - SN: M-148 / Ángulo (RA): 0° N
   - M102 - SN: M-150 / Ángulo (RA): 89° E
   - M103 - SN: M-149 / Ángulo (RA): 89° E
   - Comentarios: 
",ALBERTO JR (id=28),Deployment Módulos,29/11/2023 12:40:05,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda, Gabriel Diaz ",29/11/2023,,9:15:00,M-148,0° N,M-150,89° E,M-149,89° E,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Gabriel Morales,,,,,,,,,,
Salida a Campo AMIGA - 29-11-2023,"# CATHERINA (id=12) - mié 29/11/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda, Gabriel Diaz
### Reporta: Gabriel Morales
### Hora: 10:40
### Comentarios generales: 
### Se apagó UUB?: Si 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Distribuidora vieja: SN-0055 --> Nuevo: SN-0062
   - Descripción de la tarea: Chequeo de T1 de distribuidora a UUB , Cambio de distribuidora ,chequeo cable Eth de distribuidora a radio
",CATHERINA (id=12),Mantenimiento general,29/11/2023 12:45:52,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda, Gabriel Diaz",29/11/2023,,10:40:00,,,,,,,,,,,,,,,,,,,"Chequeo de T1 de distribuidora a UUB , Cambio de distribuidora ,chequeo cable Eth de distribuidora a radio",,,,,,,SN-0055,SN-0062,,,,,Si,,,,,,,,,Leve,Sin erosión,Fácil,Gabriel Morales,,,,,,,,,,
Salida a Campo AMIGA - 29-11-2023,"# TRAUDEL (id=819) - mié 29/11/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda, Gabriel Diaz
### Reporta: Gustavo Rios
### Hora: 11:25
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Traudel:
Se pasó a chequear el voltaje de baterías que tenían bajo voltaje, para ver en qué condición se encontraban:
La térmica estaba baja, con baterías cargandose.
Bat 1: 13,57 v
Bat 2: 13,60 v
Bat total: 27,20 v
Regulador panel: 41,37 v
Regulador bat: 27,15 v
Carga: 27,15 v
- Se levantó térmica y prendió radio: 11:25
Chequeo de voltaje con térmica arriba:
Regulador panel: 39,41 v
Regulador bat: 27,16 v
Carga: 27,16 v.
Las baterías se encontraban cargándose en buen estado en ese momento, accedimos a levantar térmica y dejar la estación en funcionamiento.
",TRAUDEL (id=819),Mantenimiento general,29/11/2023 17:59:56,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda, Gabriel Diaz",29/11/2023,,11:25:00,,,,,,,,,,,,,,,,,,,"Traudel:
Se pasó a chequear el voltaje de baterías que tenían bajo voltaje, para ver en qué condición se encontraban:
La térmica estaba baja, con baterías cargandose.
Bat 1: 13,57 v
Bat 2: 13,60 v
Bat total: 27,20 v
Regulador panel: 41,37 v
Regulador bat: 27,15 v
Carga: 27,15 v
- Se levantó térmica y prendió radio: 11:25
Chequeo de voltaje con térmica arriba:
Regulador panel: 39,41 v
Regulador bat: 27,16 v
Carga: 27,16 v.
Las baterías se encontraban cargándose en buen estado en ese momento, accedimos a levantar térmica y dejar la estación en funcionamiento.",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Gustavo Rios,,,,,,,,,,
Salida a Campo AMIGA - 29-11-2023,"# CONSTANZA (id=734) - mié 29/11/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda, Gabriel Diaz 
### Reporta: Gustavo Rios
### Hora: 11:10
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Pasamos a la estación a ver el estado de la antena que el viento había dañado unos días atrás. Logramos ver qué el viento había cortado el cable de antena y antena de su soporte, dejándola tirada a unas 50 m aproximadamente de la posición. Logramos traerla, y dejar previsto la lista de reparación y repuestos para su próxima visita.
",CONSTANZA (id=734),Mantenimiento general,29/11/2023 18:04:50,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda, Gabriel Diaz ",29/11/2023,,11:10:00,,,,,,,,,,,,,,,,,,,"Pasamos a la estación a ver el estado de la antena que el viento había dañado unos días atrás. Logramos ver qué el viento había cortado el cable de antena y antena de su soporte, dejándola tirada a unas 50 m aproximadamente de la posición. Logramos traerla, y dejar previsto la lista de reparación y repuestos para su próxima visita.",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Gustavo Rios,,,,,,,,,,
Salida a Campo AMIGA - 01-12-2023,"# MUONES JR (id=54) - vie 01/12/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Luciana Torres
### Reporta: Luciana Torres
### Hora: 08:15
### Comentarios generales: Clima: Soleado 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil

---------
## Tipo de salida: Deployment Cañerías
   - Comentarios: Todo okey. Sin cámaras, sin potencia. 
",MUONES JR (id=54),Deployment Cañerías,1/12/2023 12:13:41,"Gustavo Rios, Gabriel Morales, Luciana Torres",1/12/2023,Clima: Soleado ,8:15:00,,,,,,,,,,,"Todo okey. Sin cámaras, sin potencia. ",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,,,,,,
